artist,title,start_date,end_date,low_estimate,high_estimate,price,auction_site,year,artwork_type,edition,height_cm,width_cm,currency,low_estimate_USD,high_estimate_USD,price_USD
Luc Tuymans,Untitled,2024-09-25T14:00:00,2024-09-25T14:00:00,20000.0,30000.0,27940.0,Phillips,1989,oil,,23.5,15.2,$,20000.0,30000.0,27940.0
Luc Tuymans,Two works: (i) Untitled (man with tie); (ii) Untitled,2024-09-23T16:00:00,2024-10-03T16:00:00,4000.0,6000.0,7620.0,Phillips,1978,ink,,20.6,15.2,$,4000.0,6000.0,7620.0
Luc Tuymans,Altar,2024-01-17T17:00:00,2024-01-18T18:00:00,1000.0,1500.0,2540.0,Phillips,2002,ink,,59.6,80.5,£,1267.68,1901.53,3219.92
Luc Tuymans,Rome,2023-10-13T14:00:00,2023-10-13T14:00:00,1200000.0,1800000.0,1500000.0,Phillips,2007,oil,,231.5,312.5,£,1461988.31,2192982.46,1827485.38
Luc Tuymans,A Place in the Sun,2023-10-12T12:00:00,2023-10-12T12:00:00,80000.0,120000.0,,Phillips,1986,oil,,60.0,50.0,£,98530.66,147796.0,
Luc Tuymans,Illegitimate VII,2023-06-30T13:00:00,2023-06-30T13:00:00,250000.0,350000.0,279400.0,Phillips,1997,oil,,59.6,38.2,£,315365.91,441512.27,352452.94
Luc Tuymans,Allo! (Hello!) (S. & S. 64),2023-06-07T16:00:00,2023-06-08T11:00:00,4000.0,6000.0,5080.0,Phillips,2012,screenprint,,37.0,51.5,£,4978.34,7467.52,6322.5
Luc Tuymans,Seal,2023-05-16T18:00:00,2023-05-16T18:00:00,200000.0,300000.0,457200.0,Phillips,2007,oil,,49.8,70.2,$,200000.0,300000.0,457200.0
Luc Tuymans,Untitled,2023-04-18T15:00:00,2023-04-20T21:00:00,4000.0,6000.0,2540.0,Phillips,1990,graphite,,15.9,18.4,$,4000.0,6000.0,2540.0
Luc Tuymans,Absence,2022-11-15T23:00:00,2022-11-15T23:00:00,400000.0,600000.0,453600.0,Phillips,2001,oil,,120.0,137.5,$,400000.0,600000.0,453600.0
Luc Tuymans,Lantern,2022-10-14T15:00:00,2022-10-14T15:00:00,200000.0,300000.0,226800.0,Phillips,1993,oil,,49.7,49.5,£,226078.1,339117.16,256372.57
Luc Tuymans,Candy Container,2022-06-30T15:00:00,2022-06-30T15:00:00,250000.0,350000.0,352800.0,Phillips,1993,oil,,74.5,60.1,£,303294.99,424612.98,428009.88
Luc Tuymans,Wallpaper,2021-11-18T00:00:00,2021-11-18T00:00:00,1500000.0,2000000.0,1250000.0,Phillips,2014,oil,,253.0,177.8,$,1500000.0,2000000.0,1250000.0
Luc Tuymans,The Rumour,2021-10-19T14:00:00,2021-10-21T21:00:00,10000.0,15000.0,,Phillips,2002,lithograph,,668.0,6.4,$,10000.0,15000.0,
Luc Tuymans,The Temple,2021-01-21T12:00:00,2021-01-21T18:00:00,12000.0,18000.0,15120.0,Phillips,1996,,,51.6,37.2,£,16402.18,24603.27,20666.75
Luc Tuymans,Diary,2020-12-15T14:00:00,2020-12-15T17:00:00,6000.0,8000.0,5670.0,Phillips,1978,watercolour,,60.0,39.9,£,7998.51,10664.68,7558.59
Luc Tuymans,Untitled (the Rumor),2020-10-13T16:00:00,2020-10-23T18:00:00,1200.0,1800.0,5250.0,Phillips,2001,Screenprint,,43.2,25.1,$,1200.0,1800.0,5250.0
Luc Tuymans,Solitude,2020-02-14T00:00:00,2020-02-14T02:00:00,180000.0,250000.0,250000.0,Phillips,1990,oil,,34.0,34.0,£,234842.85,326170.62,326170.62
Luc Tuymans,Cross,2019-12-12T14:00:00,2019-12-12T02:00:00,80000.0,120000.0,168750.0,Phillips,1987,oil,,60.1,69.9,£,105600.8,158401.19,222751.68
Luc Tuymans,Sunset,2019-11-14T05:00:00,2019-11-14T07:00:00,350000.0,450000.0,800000.0,Phillips,2002,oil,,158.8,132.7,$,350000.0,450000.0,800000.0
Luc Tuymans,Untitled,2019-11-13T05:00:00,2019-11-13T07:00:00,15000.0,20000.0,17500.0,Phillips,2004,,,27.9,27.9,$,15000.0,20000.0,17500.0
Luc Tuymans,Fungus,2019-11-13T05:00:00,2019-11-13T07:00:00,80000.0,120000.0,93750.0,Phillips,2001,oil,,55.9,56.5,$,80000.0,120000.0,93750.0
Luc Tuymans,The Exorcist,2019-10-02T18:00:00,2019-10-02T19:30:00,700000.0,900000.0,675000.0,Phillips,2007,oil,,84.8,118.4,£,860458.28,1106303.5,829727.63
Luc Tuymans,Schwarzheide,2019-06-26T23:00:00,2019-06-27T01:00:00,800000.0,1000000.0,1215000.0,Phillips,1986,oil,,60.6,70.5,£,1015872.96,1269841.19,1542857.05
Luc Tuymans,Wenn der Frühling kommt (When Spring Comes),2019-06-06T10:00:00,2019-06-06T13:00:00,1000.0,1500.0,2125.0,Phillips,2008,ink,,50.0,40.0,£,1268.86,1903.29,2696.32
Luc Tuymans,Altar,2019-06-06T10:00:00,2019-06-06T13:00:00,1000.0,1500.0,3750.0,Phillips,2002,ink,,80.0,4.5,£,1268.86,1903.29,4758.22
Luc Tuymans,"Slide, from Door Cycle",2019-06-06T10:00:00,2019-06-06T13:00:00,8000.0,12000.0,8125.0,Phillips,2006,ink,15.0,100.0,0.9,£,10150.87,15226.3,10309.47
Luc Tuymans,Untitled,2019-04-10T23:00:00,2019-04-11T01:00:00,8000.0,12000.0,,Phillips,2014,watercolour,,39.7,29.8,£,10479.43,15719.15,
Luc Tuymans,Untitled,2018-12-06T00:00:00,2018-12-06T02:00:00,3000.0,4000.0,2750.0,Phillips,1989,watercolour,,19.8,19.8,£,3818.3,5091.07,3500.11
Luc Tuymans,Untitled,2018-12-06T00:00:00,2018-12-06T02:00:00,2000.0,3000.0,3250.0,Phillips,1989,watercolour,,11.2,15.0,£,2545.53,3818.3,4136.49
Luc Tuymans,Untitled,2018-12-06T00:00:00,2018-12-06T02:00:00,3000.0,4000.0,3250.0,Phillips,1986,watercolour,,21.0,27.0,£,3818.3,5091.07,4136.49
Luc Tuymans,Untitled,2018-12-06T00:00:00,2018-12-06T02:00:00,5000.0,7000.0,4375.0,Phillips,1990,acrylic,,27.0,21.0,£,6363.83,8909.37,5568.35
Luc Tuymans,Untitled (Head),2018-12-06T00:00:00,2018-12-06T02:00:00,2500.0,3500.0,6875.0,Phillips,1990,gouache,,27.0,21.0,£,3181.92,4454.68,8750.27
Luc Tuymans,The Heritage IX,2018-11-24T16:00:00,2018-11-24T18:00:00,2200000.0,2800000.0,,Phillips,1996,oil,,50.5,67.3,HK$,280963.44,357589.83,
Luc Tuymans,"drawing for ""Ballroom Dancing""",2018-09-26T04:00:00,2018-09-26T06:00:00,5000.0,7000.0,6875.0,Phillips,2005,graphite,,20.3,27.0,$,5000.0,7000.0,6875.0
Luc Tuymans,Fireplace,2018-06-25T23:00:00,2018-06-26T01:00:00,20000.0,30000.0,35000.0,Phillips,2014,pastel,,25.8,29.7,£,26556.9,39835.35,46474.57
Luc Tuymans,Model,2018-05-17T22:00:00,2018-05-18T00:00:00,400000.0,600000.0,,Phillips,2012,oil,,168.9,126.4,$,400000.0,600000.0,
Luc Tuymans,Singing in the Rain,2018-03-08T00:00:00,2018-03-08T02:00:00,500000.0,700000.0,729000.0,Phillips,1996,oil,,90.2,147.4,£,695313.57,973439.0,1013767.19
Luc Tuymans,Mirror,2016-06-27T23:00:00,2016-06-28T01:00:00,70000.0,90000.0,,Phillips,1990,oil,,56.5,82.5,£,92645.29,119115.37,
Luc Tuymans,Illusion and Reality,2016-06-08T23:00:00,2016-06-09T01:00:00,1000.0,1200.0,1250.0,Phillips,2005,Screenprint,,38.0,4.5,£,1451.84,1742.21,1814.8
Luc Tuymans,Der Diagnostische Blick V (The Diagnostic View V),2015-06-10T23:00:00,2015-06-11T01:00:00,1500.0,2000.0,1875.0,Phillips,2012,Lithograph,,100.0,72.4,£,2324.54,3099.38,2905.67
Luc Tuymans,Exhibit #2,2015-03-03T05:00:00,2015-03-03T07:00:00,300000.0,500000.0,305000.0,Phillips,2002,oil,,84.7,99.0,$,300000.0,500000.0,305000.0
Luc Tuymans,Villa,2014-07-02T23:00:00,2014-07-03T01:00:00,25000.0,35000.0,,Phillips,1987,graphite,,35.0,49.0,£,42902.25,60063.15,
Luc Tuymans,Untitled,2014-03-07T05:00:00,2014-03-07T07:00:00,10000.0,15000.0,,Phillips,1986,,,21.0,10.2,$,10000.0,15000.0,
Luc Tuymans,Untitled (man with tie),2014-03-07T05:00:00,2014-03-07T07:00:00,10000.0,15000.0,,Phillips,1978,,,20.3,15.2,$,10000.0,15000.0,
Luc Tuymans,"Two Works: i) Television, 1995 ii) Untitled, 2000",2013-03-08T05:00:00,2013-03-08T07:00:00,8000.0,12000.0,,Phillips,2000,graphite,,23.8,21.0,$,8000.0,12000.0,
Luc Tuymans,The Temple,2013-02-27T00:00:00,2013-02-27T02:00:00,6000.0,8000.0,16250.0,Phillips,1996,,,82.2,62.7,£,9077.98,12103.97,24586.2
